Ir. szám	Név	Megyekód	Járás	KSH kód	Jogállás	Terület	Népesség	Lakások
7975	Kétújfalu	BA	Szigetvári	08572	6	1630	627	256
7976	Szörény	BA	Szigetvári	05528	6	441	81	33
7976	Zádor	BA	Szigetvári	17747	6	1522	285	132
7977	Drávagárdony	SO	Barcsi	13611	6	627	149	59
7977	Kastélyosdombó	SO	Barcsi	08411	6	1308	230	93
7977	Potony	SO	Barcsi	28361	6	1590	192	116
7979	Drávatamási	SO	Barcsi	15884	6	845	327	103
7980	Pettend	BA	Szigetvári	29762	6	598	150	49
7981	Kistamási	BA	Szigetvári	12353	6	438	114	44
7981	Merenye	BA	Szigetvári	07737	6	1447	245	122
7981	Molvány	BA	Szigetvári	29522	6	1376	168	82
7981	Nemeske	BA	Szigetvári	18236	6	1057	220	109
7981	Tótszentgyörgy	BA	Szigetvári	26994	6	750	135	67
7985	Kisdobsza	BA	Szigetvári	33905	6	995	243	102
7985	Nagydobsza	BA	Szigetvári	33899	6	1323	519	227
7987	Istvándi	SO	Barcsi	21333	6	3030	506	168
7988	Darány	SO	Barcsi	31352	6	2810	797	329
8000	Székesfehérvár	FE	Székesfehérvári	14827	1	17089	95915	48340
8041	Csór	FE	Székesfehérvári	09779	6	4149	1939	906
8042	Moha	FE	Székesfehérvári	25715	6	988	571	258
8043	Iszkaszentgyörgy	FE	Székesfehérvári	32018	6	2627	2237	878
8044	Kincsesbánya	FE	Móri	02343	6	1087	1509	645
8045	Bakonykúti	FE	Székesfehérvári	23153	6	1245	154	90
8045	Isztimér	FE	Móri	02200	6	5388	897	373
8051	Sárkeresztes	FE	Székesfehérvári	31802	6	2327	1524	586
8052	Fehérvárcsurgó	FE	Móri	32203	6	2964	2053	840
8053	Bodajk	FE	Móri	18254	4	2898	3836	1548
8055	Balinka	FE	Móri	31103	6	1862	882	385
8056	Bakonycsernye	FE	Móri	08730	5	3813	2990	1212
8060	Mór	FE	Móri	18485	4	10861	13547	5750
8065	Nagyveleg	FE	Móri	23588	6	1317	624	277
8066	Pusztavám	FE	Móri	17774	6	3469	2416	986
8071	Magyaralmás	FE	Móri	27678	6	2242	1625	615
8072	Söréd	FE	Móri	02893	6	625	543	214
8073	Csákberény	FE	Móri	05360	6	4137	1153	531
8074	Csókakő	FE	Móri	21908	6	1092	1558	633
8080	Bodmér	FE	Bicskei	11624	6	717	238	117
8081	Zámoly	FE	Székesfehérvári	30243	6	4850	2232	847
8082	Gánt	FE	Bicskei	15750	6	5815	745	308
8083	Csákvár	FE	Bicskei	20002	4	11876	5438	2085
8085	Vértesboglár	FE	Bicskei	13897	6	2321	920	364
8086	Felcsút	FE	Bicskei	29939	6	2202	1888	721
8087	Alcsútdoboz	FE	Bicskei	15176	6	5071	1513	575
8088	Tabajd	FE	Bicskei	14465	6	2657	979	366
8089	Vértesacsa	FE	Bicskei	02750	6	3619	1769	708
8092	Pátka	FE	Székesfehérvári	28848	6	4038	1795	745
8093	Lovasberény	FE	Székesfehérvári	19114	6	6062	2688	1193
8095	Pákozd	FE	Gárdonyi	25751	5	4330	3629	1425
8096	Sukoró	FE	Gárdonyi	14951	6	1627	2029	1020
8097	Nadap	FE	Gárdonyi	27599	6	693	765	313
8100	Várpalota	VE	Várpalotai	11439	4	7726	19624	8867
8105	Pétfürdő	VE	Várpalotai	34254	5	1732	4328	1955
8109	Tés	VE	Várpalotai	20570	6	4903	805	422
8111	Seregélyes	FE	Székesfehérvári	20206	5	7819	4325	1675
8112	Zichyújfalu	FE	Gárdonyi	34263	6	1082	877	279
8121	Tác	FE	Székesfehérvári	29267	6	4569	1684	615
8122	Csősz	FE	Székesfehérvári	06734	6	1711	983	373
8123	Soponya	FE	Székesfehérvári	33321	5	4996	1768	673
8124	Káloz	FE	Székesfehérvári	16683	6	4779	2285	872
8125	Sárkeresztúr	FE	Sárbogárdi	25344	6	4675	2519	716
8126	Sárszentágota	FE	Sárbogárdi	31538	6	4550	1307	509
8127	Aba	FE	Székesfehérvári	17376	4	8805	4444	1559
8130	Enying	FE	Enyingi	02802	4	8278	6448	2634
8132	Lepsény	FE	Enyingi	07269	5	3908	3059	1210
8133	Mezőszentgyörgy	FE	Enyingi	06576	6	2712	1279	448
8134	Mátyásdomb	FE	Enyingi	16948	6	3539	703	279
8135	Dég	FE	Enyingi	32753	6	4689	1971	877
8136	Lajoskomárom	FE	Enyingi	07506	5	7567	1962	861
8137	Mezőkomárom	FE	Enyingi	05689	6	2905	857	401
8138	Szabadhídvég	FE	Enyingi	18740	6	4410	809	363
8142	Úrhida	FE	Székesfehérvári	17622	6	725	2626	946
8143	Sárszentmihály	FE	Székesfehérvári	11776	6	3740	3004	1160
8144	Sárkeszi	FE	Székesfehérvári	02699	6	1479	570	211
8145	Nádasdladány	FE	Székesfehérvári	13903	6	2635	1700	625
8146	Jenő	FE	Székesfehérvári	15972	6	556	1186	526
8151	Szabadbattyán	FE	Székesfehérvári	28705	5	3366	4715	1775
8152	Kőszárhegy	FE	Székesfehérvári	30650	6	590	1555	593
8154	Polgárdi	FE	Székesfehérvári	17525	4	7216	6664	2423
8156	Kisláng	FE	Enyingi	28990	6	5306	2459	1006
8157	Füle	FE	Székesfehérvári	06114	6	3032	828	406
8161	Ősi	VE	Várpalotai	24068	6	3586	1965	765
8162	Küngös	VE	Balatonalmádi	04066	6	948	477	181
8163	Csajág	VE	Balatonalmádi	16072	6	2229	786	355
8164	Balatonfőkajár	VE	Balatonalmádi	29461	6	2192	1339	620
8171	Balatonvilágos	SO	Siófoki	03559	6	2921	1347	831
8172	Balatonakarattya	VE	Balatonalmádi	34421	6	2139	1093	561
8174	Balatonkenese	VE	Balatonalmádi	05148	4	4418	2587	1389
8175	Balatonfűzfő	VE	Balatonalmádi	02219	4	925	4610	2099
8181	Berhida	VE	Várpalotai	33127	4	4272	5758	2042
8183	Papkeszi	VE	Balatonalmádi	07348	6	2239	1470	548
8191	Öskü	VE	Várpalotai	25450	6	4830	2155	856
8192	Hajmáskér	VE	Veszprémi	15361	6	3814	2976	1245
8193	Sóly	VE	Veszprémi	03601	6	1028	547	199
8194	Vilonya	VE	Várpalotai	15705	6	1350	675	249
8195	Királyszentistván	VE	Balatonalmádi	05421	6	891	475	167
8196	Litér	VE	Balatonalmádi	04552	6	1283	2174	769
8200	Veszprém	VE	Veszprémi	11767	1	12692	56777	27643
8220	Balatonalmádi	VE	Balatonalmádi	05838	4	4988	9943	5031
8225	Szentkirályszabadja	VE	Veszprémi	16267	6	2238	2017	713
8226	Alsóörs	VE	Balatonfüredi	30526	6	3334	1905	1003
8227	Felsőörs	VE	Balatonalmádi	24369	6	1723	2069	811
8228	Lovas	VE	Balatonfüredi	05564	6	595	523	238
8229	Csopak	VE	Balatonfüredi	02185	6	2398	2142	1136
8229	Paloznak	VE	Balatonfüredi	17011	6	880	550	251
8230	Balatonfüred	VE	Balatonfüredi	21175	4	4645	13053	7060
8233	Balatonszőlős	VE	Balatonfüredi	28501	6	1281	655	254
8237	Tihany	VE	Balatonfüredi	30465	6	2733	1334	828
8241	Aszófő	VE	Balatonfüredi	07339	6	832	467	195
8242	Balatonudvari	VE	Balatonfüredi	15565	6	1879	350	208
8242	Örvényes	VE	Balatonfüredi	10092	6	446	166	108
8243	Balatonakali	VE	Balatonfüredi	25308	6	3620	690	548
8244	Dörgicse	VE	Balatonfüredi	06363	6	1911	295	173
8245	Pécsely	VE	Balatonfüredi	22451	6	2000	568	292
8245	Vászoly	VE	Balatonfüredi	16656	6	854	283	130
8246	Tótvázsony	VE	Veszprémi	02714	6	4251	1396	483
8247	Hidegkút	VE	Veszprémi	20756	6	1358	446	188
8248	Nemesvámos	VE	Veszprémi	02194	6	4078	3031	1019
8248	Veszprémfajsz	VE	Veszprémi	21430	6	1174	260	93
8251	Zánka	VE	Balatonfüredi	20826	6	1956	1015	529
8252	Balatonszepezd	VE	Balatonfüredi	17154	6	2505	451	262
8253	Révfülöp	VE	Tapolcai	05625	5	1036	1255	734
8254	Kékkút	VE	Tapolcai	26037	6	368	52	53
8254	Kővágóörs	VE	Tapolcai	23454	6	2209	635	418
8255	Balatonrendes	VE	Tapolcai	33844	6	676	186	104
8256	Ábrahámhegy	VE	Tapolcai	04561	6	1489	583	392
8256	Salföld	VE	Tapolcai	30793	6	518	67	46
8258	Badacsonytomaj	VE	Tapolcai	22327	4	3270	2144	1179
8263	Badacsonytördemic	VE	Tapolcai	03267	6	1025	874	503
8264	Szigliget	VE	Tapolcai	24891	6	3426	825	412
8265	Hegymagas	VE	Tapolcai	25803	6	789	300	135
8271	Mencshely	VE	Veszprémi	27137	6	1261	301	137
8272	Balatoncsicsó	VE	Balatonfüredi	03072	6	1318	261	109
8272	Óbudavár	VE	Balatonfüredi	23913	6	323	57	23
8272	Szentantalfa	VE	Balatonfüredi	03568	6	664	519	181
8272	Szentjakabfa	VE	Balatonfüredi	11545	6	576	114	51
8272	Tagyon	VE	Balatonfüredi	17039	6	276	112	40
8273	Monoszló	VE	Balatonfüredi	22512	6	746	103	64
8274	Köveskál	VE	Tapolcai	25858	6	1449	315	191
8275	Balatonhenye	VE	Tapolcai	03638	6	1173	127	56
8281	Szentbékkálla	VE	Tapolcai	07092	6	1070	189	124
8282	Mindszentkálla	VE	Tapolcai	04534	6	1084	224	141
8283	Káptalantóti	VE	Tapolcai	05634	6	1173	493	209
8284	Kisapáti	VE	Tapolcai	07931	6	689	350	179
8284	Nemesgulács	VE	Tapolcai	02787	6	835	927	382
8286	Gyulakeszi	VE	Tapolcai	09520	6	967	639	255
8291	Barnag	VE	Veszprémi	15778	6	1201	94	67
8291	Nagyvázsony	VE	Veszprémi	19196	6	7629	1680	673
8291	Pula	VE	Veszprémi	11420	6	1464	168	99
8291	Vöröstó	VE	Veszprémi	11703	6	619	104	43
8292	Öcs	VE	Ajkai	28112	6	1370	201	88
8294	Kapolcs	VE	Tapolcai	14553	6	1398	441	211
8294	Vigántpetend	VE	Tapolcai	09733	6	1119	202	108
8295	Taliándörögd	VE	Tapolcai	17321	6	2808	721	316
8296	Hegyesd	VE	Tapolcai	02422	6	1105	155	94
8296	Monostorapáti	VE	Tapolcai	24040	6	2559	1097	487
8300	Raposka	VE	Tapolcai	03948	6	490	246	106
8300	Tapolca	VE	Tapolcai	29434	4	6345	14206	6869
8308	Sáska	VE	Tapolcai	13772	6	3748	255	129
8308	Zalahaláp	VE	Tapolcai	12654	6	2413	1162	490
8311	Nemesvita	VE	Tapolcai	28422	6	925	346	193
8312	Balatonederics	VE	Tapolcai	12238	6	1858	1039	518
8313	Balatongyörök	ZA	Keszthelyi	17002	6	3759	1272	672
8314	Vonyarcvashegy	ZA	Keszthelyi	12919	5	1429	2408	1524
8315	Gyenesdiás	ZA	Keszthelyi	23302	5	1850	3920	2093
8316	Vállus	ZA	Keszthelyi	10685	6	2180	105	64
8316	Várvölgy	ZA	Keszthelyi	14182	6	2504	936	456
8318	Lesencefalu	VE	Tapolcai	17570	6	718	300	153
8318	Lesencetomaj	VE	Tapolcai	17871	6	2408	1019	374
8319	Lesenceistvánd	VE	Tapolcai	21962	6	1738	946	387
8321	Uzsa	VE	Tapolcai	34218	6	1150	307	151
8330	Sümeg	VE	Sümegi	25593	4	6414	5827	2646
8341	Kisvásárhely	ZA	Zalaszentgróti	16364	6	435	44	37
8341	Mihályfa	ZA	Zalaszentgróti	02130	6	1207	339	175
8341	Szalapa	ZA	Zalaszentgróti	20543	6	452	165	93
8342	Óhíd	ZA	Zalaszentgróti	27775	6	1248	498	241
8344	Hetyefő	VE	Sümegi	15088	6	411	90	49
8344	Zalaerdőd	VE	Sümegi	29993	6	1769	231	165
8345	Dabronc	VE	Sümegi	17172	6	2028	397	183
8346	Gógánfa	VE	Sümegi	18193	6	1317	715	313
8347	Ukk	VE	Sümegi	23010	6	1387	284	151
8348	Megyer	VE	Sümegi	04987	6	426	29	25
8348	Rigács	VE	Sümegi	25849	6	617	198	93
8348	Zalameggyes	VE	Sümegi	33039	6	256	56	38
8349	Zalagyömörő	VE	Sümegi	27207	6	1111	428	190
8351	Sümegprága	VE	Sümegi	05388	6	579	573	249
8352	Bazsi	VE	Sümegi	07427	6	910	413	195
8353	Vindornyalak	ZA	Keszthelyi	06549	6	451	100	53
8353	Zalaszántó	ZA	Keszthelyi	33288	6	3773	889	536
8354	Karmacs	ZA	Keszthelyi	18041	6	1421	740	356
8354	Vindornyafok	ZA	Keszthelyi	32142	6	350	115	68
8354	Zalaköveskút	ZA	Keszthelyi	18768	6	227	41	28
8355	Vindornyaszőlős	ZA	Keszthelyi	11800	6	1055	345	168
8356	Kisgörbő	ZA	Zalaszentgróti	09812	6	659	176	97
8356	Nagygörbő	ZA	Zalaszentgróti	05218	6	745	163	99
8357	Döbröce	ZA	Zalaszentgróti	07782	6	270	95	51
8357	Sümegcsehi	ZA	Zalaszentgróti	21397	6	1743	511	262
8360	Keszthely	ZA	Keszthelyi	18421	4	7598	18031	10482
8371	Nemesbük	ZA	Keszthelyi	32948	6	998	757	421
8372	Cserszegtomaj	ZA	Keszthelyi	07135	6	1260	3388	1565
8373	Rezi	ZA	Keszthelyi	23898	6	2977	1358	552
8380	Felsőpáhok	ZA	Keszthelyi	11642	6	727	673	346
8380	Hévíz	ZA	Keszthelyi	03814	4	830	4509	4268
8391	Sármellék	ZA	Keszthelyi	14906	6	3537	1762	779
8392	Zalavár	ZA	Keszthelyi	13736	6	3106	871	409
8393	Szentgyörgyvár	ZA	Keszthelyi	23126	6	1165	356	180
8394	Alsópáhok	ZA	Keszthelyi	32081	6	1802	1480	846
8400	Ajka	VE	Ajkai	06673	4	9505	26643	12880
8409	Úrkút	VE	Ajkai	20853	6	2013	1917	763
8413	Eplény	VE	Veszprémi	33941	6	828	520	193
8414	Olaszfalu	VE	Zirci	26514	6	4280	1000	407
8415	Nagyesztergár	VE	Zirci	23180	6	1829	1088	403
8416	Dudar	VE	Zirci	02936	6	2458	1617	653
8417	Csetény	VE	Zirci	31699	6	1837	1775	703
8418	Bakonyoszlop	VE	Zirci	30410	6	1420	432	208
8419	Csesznek	VE	Zirci	24642	6	2421	458	228
8420	Zirc	VE	Zirci	26499	4	3740	6522	2778
8422	Bakonynána	VE	Zirci	25991	6	1493	939	365
8423	Szápár	VE	Zirci	16489	6	709	469	192
8424	Jásd	VE	Várpalotai	17437	6	1028	647	338
8425	Lókút	VE	Zirci	18856	6	1811	466	225
8426	Pénzesgyőr	VE	Zirci	15547	6	1765	320	142
8427	Bakonybél	VE	Zirci	23746	6	2436	1106	571
8428	Borzavár	VE	Zirci	30252	6	1300	749	334
8429	Porva	VE	Zirci	23515	6	2813	483	195
8430	Bakonyszentkirály	VE	Zirci	22813	6	2790	790	384
8431	Bakonyszentlászló	GS	Pannonhalmi	05944	6	3851	1589	776
8432	Fenyőfő	GS	Pannonhalmi	30678	6	2965	98	90
8433	Bakonygyirót	GS	Pannonhalmi	28936	6	685	155	112
8434	Románd	GS	Pannonhalmi	17507	6	985	311	149
8435	Gic	VE	Pápai	16717	6	1968	341	145
8438	Veszprémvarsány	GS	Pannonhalmi	22691	6	2118	998	419
8439	Sikátor	GS	Pannonhalmi	08606	6	1373	320	142
8440	Herend	VE	Veszprémi	23658	4	1956	3346	1371
8441	Márkó	VE	Veszprémi	32212	6	3441	1777	606
8442	Hárskút	VE	Veszprémi	25566	6	3446	670	255
8443	Bánd	VE	Veszprémi	14173	6	984	699	261
8444	Szentgál	VE	Veszprémi	07922	6	9502	2665	1004
8445	Csehbánya	VE	Ajkai	20251	6	1283	293	132
8445	Városlőd	VE	Ajkai	07065	6	2227	1233	528
8446	Kislőd	VE	Ajkai	30173	6	3818	1156	439
8449	Magyarpolány	VE	Ajkai	20437	6	2697	1278	524
8452	Halimba	VE	Ajkai	07898	6	1262	1100	441
8452	Szőc	VE	Ajkai	16692	6	755	460	118
8454	Nyirád	VE	Ajkai	24004	6	6136	1777	762
8455	Pusztamiske	VE	Devecseri	28972	6	1782	404	142
8456	Noszlop	VE	Devecseri	14757	6	3406	979	415
8457	Bakonypölöske	VE	Pápai	06327	6	1104	379	160
8458	Oroszi	VE	Devecseri	16595	6	474	129	80
8460	Devecser	VE	Devecseri	32276	4	6411	4200	1768
8468	Kolontár	VE	Devecseri	30182	6	2172	669	268
8469	Kamond	VE	Devecseri	19141	6	2050	426	172
8471	Bodorfa	VE	Sümegi	04321	6	222	79	49
8471	Káptalanfa	VE	Sümegi	14270	6	3371	717	322
8471	Nemeshany	VE	Sümegi	05555	6	1050	331	160
8473	Gyepükaján	VE	Sümegi	28671	6	911	351	156
8474	Csabrendek	VE	Sümegi	30924	5	4493	2905	1093
8475	Hosztót	VE	Sümegi	07250	6	727	60	54
8475	Szentimrefalva	VE	Sümegi	10065	6	1087	160	95
8475	Veszprémgalsa	VE	Sümegi	19336	6	871	265	136
8476	Zalaszegvár	VE	Sümegi	23597	6	684	139	71
8477	Apácatorna	VE	Devecseri	28370	6	729	139	80
8477	Kisberzseny	VE	Devecseri	29072	6	529	94	57
8477	Tüskevár	VE	Devecseri	04631	6	1701	535	268
8478	Somlójenő	VE	Devecseri	05157	6	815	276	138
8479	Borszörcsök	VE	Devecseri	04765	6	1180	353	161
8481	Somlóvásárhely	VE	Devecseri	26569	6	2321	1015	455
8482	Doba	VE	Devecseri	10870	6	2122	450	263
8483	Kisszőlős	VE	Devecseri	23001	6	649	129	61
8483	Somlószőlős	VE	Devecseri	25779	6	1946	616	297
8484	Nagyalásony	VE	Devecseri	27979	6	1401	486	203
8484	Somlóvecse	VE	Devecseri	14243	6	493	76	53
8484	Vid	VE	Devecseri	09502	6	317	114	63
8485	Dabrony	VE	Devecseri	28237	6	1700	395	187
8491	Karakószörcsök	VE	Devecseri	08749	6	711	280	134
8492	Kerta	VE	Devecseri	25654	6	1546	512	249
8493	Iszkáz	VE	Devecseri	28015	6	1574	320	163
8494	Kiscsősz	VE	Devecseri	23700	6	904	109	65
8495	Csögle	VE	Devecseri	32814	6	1691	512	295
8496	Kispirit	VE	Devecseri	04288	6	496	65	59
8496	Nagypirit	VE	Devecseri	21403	6	1017	223	153
8497	Adorjánháza	VE	Devecseri	31307	6	1142	348	197
8497	Egeralja	VE	Devecseri	33871	6	894	209	112
8500	Pápa	VE	Pápai	31945	4	9174	28789	14180
8512	Nyárád	VE	Pápai	29009	6	1979	872	350
8513	Mihályháza	VE	Pápai	04668	6	2152	692	308
8514	Mezőlak	VE	Pápai	23560	6	2158	945	390
8515	Békás	VE	Pápai	27058	6	652	211	90
8516	Kemeneshőgyész	VE	Pápai	19734	6	2608	484	244
8517	Magyargencs	VE	Pápai	26374	6	3801	475	257
8518	Kemenesszentpéter	VE	Pápai	12478	6	2135	612	307
8521	Nagyacsád	VE	Pápai	23551	6	1396	598	250
8522	Nemesgörzsöny	VE	Pápai	05652	6	1925	621	297
8523	Egyházaskesző	VE	Pápai	10445	6	2012	477	234
8523	Várkesző	VE	Pápai	26204	6	641	156	110
8532	Marcaltő	VE	Pápai	22220	6	2209	738	335
8533	Malomsok	VE	Pápai	03610	6	2574	489	247
8541	Takácsi	VE	Pápai	13125	6	1913	798	355
8542	Vaszar	VE	Pápai	26648	6	3369	1517	652
8543	Gecse	VE	Pápai	09292	6	934	392	178
8551	Nagygyimót	VE	Pápai	08262	6	2344	499	249
8552	Vanyola	VE	Pápai	21777	6	1951	509	254
8553	Lovászpatona	VE	Pápai	05087	6	4990	1151	512
8554	Nagydém	VE	Pápai	10001	6	1332	352	167
8555	Bakonytamási	VE	Pápai	24129	6	2049	579	287
8556	Pápateszér	VE	Pápai	31255	6	3074	1189	485
8557	Bakonyság	VE	Pápai	29902	6	856	56	56
8557	Bakonyszentiván	VE	Pápai	23922	6	914	217	99
8558	Csót	VE	Pápai	32878	6	2002	901	361
8561	Adásztevel	VE	Pápai	07302	6	837	760	320
8562	Nagytevel	VE	Pápai	25201	6	1441	521	220
8563	Homokbödöge	VE	Pápai	27818	6	1615	612	296
8564	Ugod	VE	Pápai	24767	6	6279	1241	576
8565	Béb	VE	Pápai	22901	6	704	240	109
8571	Bakonykoppány	VE	Pápai	07287	6	683	179	117
8572	Bakonyszücs	VE	Pápai	26417	6	3521	252	149
8581	Bakonyjákó	VE	Pápai	29513	6	4718	662	280
8581	Németbánya	VE	Pápai	10409	6	1219	111	82
8582	Farkasgyepű	VE	Ajkai	10250	6	1005	373	171
8591	Nóráp	VE	Pápai	26523	6	758	199	98
8592	Dáka	VE	Pápai	20154	6	2540	641	166
8593	Pápadereske	VE	Pápai	19868	6	575	309	111
8594	Pápasalamon	VE	Pápai	21607	6	1396	331	158
8595	Kup	VE	Pápai	26541	6	2478	420	176
8596	Pápakovácsi	VE	Pápai	11855	6	1392	510	186
8597	Döbrönte	VE	Pápai	29470	6	1079	268	130
8597	Ganna	VE	Pápai	12742	6	1547	261	125
8600	Siófok	SO	Siófoki	17631	4	12466	24390	15538
8612	Nyim	SO	Siófoki	03203	6	976	311	147
8613	Balatonendréd	SO	Siófoki	19460	6	4002	1313	608
8614	Bálványos	SO	Siófoki	24457	6	2369	550	288
8617	Kőröshegy	SO	Siófoki	15510	6	2139	1393	686
8618	Kereki	SO	Siófoki	04598	6	1443	522	233
8619	Pusztaszemes	SO	Siófoki	23311	6	1039	369	198
8621	Zamárdi	SO	Siófoki	06008	4	4515	2752	2107
8622	Szántód	SO	Siófoki	34236	6	791	610	813
8623	Balatonföldvár	SO	Siófoki	07117	4	1533	2316	1399
8624	Balatonszárszó	SO	Siófoki	24907	5	3012	2067	1042
8625	Szólád	SO	Siófoki	15194	6	1998	526	296
8626	Teleki	SO	Siófoki	23968	6	805	202	107
8627	Kötcse	SO	Siófoki	18148	6	1954	481	290
8628	Nagycsepely	SO	Siófoki	20598	6	1980	360	184
8630	Balatonboglár	SO	Fonyódi	33853	4	3204	5351	2988
8635	Ordacsehi	SO	Fonyódi	16823	6	2256	794	415
8636	Balatonszemes	SO	Siófoki	22822	6	3602	1701	976
8637	Balatonőszöd	SO	Siófoki	11916	6	1508	586	576
8638	Balatonlelle	SO	Fonyódi	33862	4	4323	5018	3297
8640	Fonyód	SO	Fonyódi	14632	4	5355	5014	3033
8646	Balatonfenyves	SO	Fonyódi	20729	6	5193	2022	1334
8647	Balatonmáriafürdő	SO	Marcali	14562	6	2677	836	468
8648	Balatonkeresztúr	SO	Marcali	07375	6	2106	1671	859
8649	Balatonberény	SO	Marcali	27377	6	2609	1204	885
8651	Balatonszabadi	SO	Siófoki	16601	6	4134	2873	1229
8652	Siójut	SO	Siófoki	23092	6	1073	604	261
8653	Ádánd	SO	Siófoki	06080	6	2952	2120	833
8654	Ságvár	SO	Siófoki	14942	6	3844	1883	740
8655	Som	SO	Siófoki	04127	6	2335	678	265
8656	Nagyberény	SO	Siófoki	29063	6	2314	1285	594
8658	Bábonymegyer	SO	Tabi	28316	6	2193	771	342
8660	Lulla	SO	Tabi	10010	6	1039	218	96
8660	Sérsekszőlős	SO	Tabi	32133	6	665	131	60
8660	Tab	SO	Tabi	08590	4	2586	4131	1905
8660	Torvaj	SO	Tabi	10153	6	1142	198	144
8660	Zala	SO	Tabi	11466	6	924	230	124
8666	Bedegkér	SO	Tabi	20710	6	2600	364	183
8666	Somogyegres	SO	Tabi	20057	6	1081	164	128
8667	Kánya	SO	Tabi	05272	6	1452	408	214
8668	Tengőd	SO	Tabi	32416	6	3021	396	259
8669	Miklósi	SO	Tabi	33376	6	1047	188	123
8671	Kapoly	SO	Tabi	33394	6	2237	603	334
8672	Zics	SO	Tabi	33057	6	1501	324	158
8673	Somogymeggyes	SO	Tabi	12876	6	1565	443	228
8674	Nágocs	SO	Tabi	15909	6	2226	565	263
8675	Andocs	SO	Tabi	28714	6	4327	974	466
8676	Karád	SO	Fonyódi	05263	6	5238	1469	815
8681	Látrány	SO	Fonyódi	14863	6	2231	1365	592
8681	Visz	SO	Fonyódi	06877	6	602	156	97
8683	Somogytúr	SO	Fonyódi	32601	6	3530	435	203
8684	Somogybabod	SO	Fonyódi	32470	6	1058	465	220
8685	Gamás	SO	Fonyódi	06451	6	4292	677	362
8692	Gyugy	SO	Fonyódi	23904	6	1531	320	146
8692	Szőlősgyörök	SO	Fonyódi	11101	6	1863	1220	603
8693	Kisberény	SO	Fonyódi	30827	6	746	194	75
8693	Lengyeltóti	SO	Fonyódi	26675	4	3957	2876	1221
8694	Hács	SO	Fonyódi	18634	6	2128	368	185
8695	Buzsák	SO	Fonyódi	17358	6	5968	1383	692
8696	Táska	SO	Marcali	13693	6	2598	386	192
8697	Öreglak	SO	Fonyódi	07056	6	2072	1506	548
8698	Pamuk	SO	Fonyódi	26392	6	1196	248	119
8698	Somogyvár	SO	Fonyódi	19442	6	5299	1698	718
8699	Somogyvámos	SO	Fonyódi	21856	6	2502	708	331
8700	Csömend	SO	Marcali	27270	6	866	269	133
8700	Marcali	SO	Marcali	18500	4	10440	10700	5203
8705	Somogyszentpál	SO	Marcali	06600	6	2896	770	362
8706	Nikla	SO	Marcali	10959	6	2335	729	318
8707	Libickozma	SO	Marcali	32355	6	2297	32	52
8707	Pusztakovácsi	SO	Marcali	19026	6	4338	787	337
8708	Somogyfajsz	SO	Kaposvári	18078	6	1826	487	215
8710	Balatonszentgyörgy	SO	Marcali	21324	6	2368	1494	732
8711	Vörs	SO	Marcali	09645	6	2265	469	270
8712	Balatonújlak	SO	Marcali	16470	6	1081	445	263
8713	Kéthely	SO	Marcali	11174	6	4906	2177	883
8714	Kelevíz	SO	Marcali	17446	6	491	311	124
8716	Gadány	SO	Marcali	26222	6	1970	305	149
8716	Hosszúvíz	SO	Marcali	30775	6	710	51	33
8716	Mesztegnyő	SO	Marcali	16106	6	4471	1279	557
8717	Nemeskisfalud	SO	Marcali	25511	6	282	133	42
8717	Szenyér	SO	Marcali	30146	6	2019	297	135
8718	Tapsony	SO	Marcali	24615	6	3161	565	375
8719	Böhönye	SO	Marcali	26532	6	6417	2158	942
8721	Vése	SO	Marcali	08183	6	4292	703	316
8722	Nemesdéd	SO	Marcali	07913	6	2661	819	313
8723	Varászló	SO	Marcali	09274	6	1276	136	93
8724	Inke	SO	Csurgói	26301	6	5176	1084	438
8725	Iharosberény	SO	Csurgói	27784	6	4966	1167	480
8726	Iharos	SO	Csurgói	19619	6	2268	421	191
8726	Somogycsicsó	SO	Csurgói	11484	6	1238	129	75
8728	Pogányszentpéter	SO	Csurgói	27553	6	1315	461	184
8731	Hollád	SO	Marcali	06211	6	820	250	153
8731	Tikos	SO	Marcali	17844	6	335	146	50
8732	Főnyed	SO	Marcali	22707	6	573	87	52
8732	Sávoly	SO	Marcali	02051	6	2684	432	223
8732	Szegerdő	SO	Marcali	18607	6	546	200	93
8733	Somogysámson	SO	Marcali	15626	6	2177	687	276
8734	Somogyzsitfa	SO	Marcali	04835	6	2722	517	297
8735	Csákány	SO	Marcali	03799	6	1609	307	179
8736	Szőkedencs	SO	Marcali	05810	6	1869	265	189
8737	Somogysimonyi	SO	Marcali	27535	6	1582	76	53
8738	Nemesvid	SO	Marcali	17561	6	1838	610	345
8739	Nagyszakácsi	SO	Marcali	25520	6	2137	434	266
8741	Bókaháza	ZA	Keszthelyi	19929	6	670	254	138
8741	Zalaapáti	ZA	Keszthelyi	17400	6	2342	1626	603
8742	Esztergályhorváti	ZA	Keszthelyi	15769	6	1668	414	216
8743	Zalaszabar	ZA	Nagykanizsai	22947	6	1695	509	263
8744	Orosztony	ZA	Nagykanizsai	25052	6	1845	359	218
8745	Kerecseny	ZA	Nagykanizsai	31529	6	1283	224	138
8746	Nagyrada	ZA	Nagykanizsai	16513	6	1285	425	204
8747	Garabonc	ZA	Nagykanizsai	12946	6	1856	649	292
8747	Zalamerenye	ZA	Nagykanizsai	31617	6	1399	190	140
